,Pos,Goals,Shots,G/Sh,Assists,PasCmp,Touches,DriPast,CarTotDist,Crs,GCA,TklWon,Press,Clr,Int,Blocks,Fls,AerWon
755,DF,0.0,0.6,0.0,0.0,30.4,57.6,0.78,160.1,0.95,0.09,1.72,15.5,4.57,2.24,1.9,1.21,2.67
756,DF,0.0,0.0,0.0,0.0,33.6,54.1,0.77,187.2,1.03,0.0,1.79,16.9,1.79,1.54,2.05,0.77,0.26
757,DF,0.08,0.92,0.09,0.08,49.9,75.7,1.17,229.5,2.67,0.17,2.0,9.75,1.83,1.5,1.33,0.75,1.33
758,DF,0.08,0.59,0.13,0.2,42.9,68.4,0.51,147.7,5.02,0.39,0.71,10.3,1.96,1.37,1.8,0.67,0.82
759,DF,0.0,0.91,0.0,0.39,38.1,64.4,0.91,239.5,4.55,0.65,1.17,11.3,1.3,0.65,1.69,1.69,0.65
760,DF,0.07,0.8,0.09,0.03,53.5,75.1,0.59,303.0,0.42,0.07,1.15,11.4,5.52,2.29,1.77,1.08,3.06
761,DF,0.0,0.09,0.0,0.0,33.3,53.8,0.6,147.3,1.16,0.0,1.55,16.2,3.13,2.02,1.85,1.72,1.55
762,DF,0.0,0.27,0.0,0.0,45.7,61.1,0.21,282.3,0.1,0.07,0.58,6.6,5.02,1.82,1.03,0.69,2.41
763,DF,0.16,0.75,0.21,0.0,58.9,74.2,0.24,303.7,0.2,0.0,1.31,8.77,3.1,1.47,1.98,0.95,2.86
764,DF,0.2,0.61,0.33,0.0,33.5,55.7,0.61,125.7,2.65,0.0,1.22,15.5,2.04,0.82,2.24,1.22,1.63
765,DF,0.0,0.88,0.0,0.29,45.7,68.2,0.74,188.1,2.21,0.29,1.47,14.3,2.06,2.06,2.5,1.91,1.47
766,DF,0.0,0.34,0.0,0.0,33.0,55.9,0.46,158.7,1.84,0.11,0.92,17.5,1.03,2.99,2.07,1.49,0.69
767,DF,0.16,1.1,0.14,0.08,44.0,71.7,1.34,262.7,3.78,0.24,1.65,12.4,1.81,3.15,1.65,1.42,2.2
768,DF,0.04,0.26,0.14,0.04,39.9,60.9,0.9,195.2,2.29,0.08,0.9,9.59,2.14,1.73,1.77,0.56,1.54
769,DF,0.0,0.45,0.0,0.11,51.4,73.3,0.11,180.9,2.39,0.11,1.48,13.0,3.18,1.02,2.16,1.82,2.05
770,DF,0.0,0.98,0.0,0.09,56.0,77.6,1.16,179.5,1.96,0.09,1.25,12.2,1.61,1.96,1.96,1.43,2.23
771,DF,0.07,0.33,0.2,0.0,52.5,66.4,0.13,273.7,0.07,0.0,0.6,8.27,3.8,1.6,1.53,0.87,2.27
772,DF,0.08,0.75,0.11,0.08,48.3,73.8,1.07,258.3,0.99,0.12,1.79,15.6,2.7,2.14,1.94,1.11,1.94
773,DF,0.0,0.7,0.0,0.0,25.1,41.4,0.23,136.0,0.0,0.0,1.4,15.6,2.56,0.47,1.16,2.79,1.86
774,DF,0.04,0.57,0.08,0.09,62.7,85.1,0.65,222.2,1.61,0.35,1.35,15.5,3.09,1.61,2.7,1.26,2.26
775,DF,0.0,0.64,0.0,0.09,59.8,76.1,0.18,363.0,0.18,0.09,0.28,4.59,5.96,1.93,1.83,0.64,2.94
776,DF,0.05,0.69,0.07,0.0,59.1,75.9,0.2,209.8,0.05,0.0,1.37,8.38,3.77,2.79,1.62,1.32,3.53
777,DF,0.0,0.0,0.0,0.0,27.4,57.1,0.88,183.5,0.0,0.0,2.94,17.4,4.71,4.12,2.35,2.06,0.88
778,DF,0.0,0.45,0.0,0.2,50.0,72.5,1.49,202.2,1.88,0.25,1.24,11.6,2.18,2.57,1.88,0.79,0.94
779,DF,0.0,0.27,0.0,0.0,34.0,54.8,0.4,112.8,1.6,0.04,1.6,12.0,3.07,2.31,2.44,1.16,1.6
780,DF,0.0,0.19,0.0,0.0,70.5,86.5,0.75,313.6,0.0,0.0,0.75,8.77,3.3,3.11,1.79,0.85,2.08
781,DF,0.03,0.43,0.07,0.06,39.2,61.0,0.86,155.9,2.4,0.14,0.43,9.03,2.14,1.63,1.4,1.43,1.06
782,DF,0.0,0.6,0.0,0.0,46.2,68.4,1.2,282.4,3.2,0.2,2.4,18.6,0.8,0.8,2.4,2.6,1.4
783,DF,0.0,0.2,0.0,0.0,29.0,47.5,0.2,106.7,1.37,0.0,0.0,10.4,1.57,2.35,1.96,0.98,1.37
784,DF,0.0,0.67,0.0,0.0,25.0,47.3,0.07,101.7,0.0,0.0,0.81,10.9,5.93,2.74,1.78,0.96,4.89
785,DF,0.07,0.17,0.4,0.07,52.7,75.2,0.94,240.6,2.5,0.21,1.6,11.7,2.26,2.67,2.26,0.83,1.28
786,DF,0.0,0.09,0.0,0.0,37.8,57.0,0.09,88.9,1.5,0.18,0.88,8.14,2.74,1.77,1.95,1.86,0.8
787,DF,0.11,0.44,0.25,0.0,31.1,52.8,0.88,119.3,1.49,0.06,0.88,10.9,2.6,1.55,2.04,0.72,1.1
788,DF,0.05,0.68,0.07,0.0,41.6,62.4,0.32,188.9,0.0,0.0,0.9,9.14,5.52,1.95,2.26,1.0,3.57
789,DF,0.04,0.35,0.11,0.08,62.3,79.2,0.43,253.3,0.82,0.16,1.36,11.4,2.76,1.48,1.56,1.4,2.41
790,DF,0.0,0.32,0.0,0.0,38.4,57.9,0.0,153.5,0.0,0.0,1.33,12.3,5.96,2.45,1.65,1.6,3.46
791,DF,0.04,0.54,0.08,0.08,38.9,59.5,0.17,171.4,0.5,0.08,1.54,15.7,3.4,1.83,1.87,1.24,3.44
792,DF,0.06,0.55,0.11,0.03,32.0,49.9,0.14,126.4,0.34,0.03,2.07,13.2,3.02,1.7,1.52,1.95,2.1
793,DF,0.0,0.22,0.0,0.0,41.7,60.4,0.0,193.1,1.94,0.0,0.75,7.85,3.01,0.97,1.08,0.97,1.51
794,DF,0.14,0.65,0.21,0.0,40.6,61.2,0.03,142.7,0.21,0.0,0.72,8.15,5.79,3.25,2.19,1.3,3.9
795,DF,0.06,0.69,0.09,0.0,36.7,57.3,0.28,139.2,0.35,0.0,1.07,10.3,4.94,2.08,1.26,1.64,4.31
796,DF,0.0,0.51,0.0,0.0,29.8,51.2,0.05,181.0,0.1,0.0,1.22,13.0,5.82,3.27,1.84,1.43,2.96
797,DF,0.04,0.83,0.04,0.07,24.5,45.6,1.23,202.7,3.03,0.22,0.61,10.1,1.44,1.59,2.02,0.51,0.83
798,DF,0.0,0.45,0.0,0.09,37.0,58.9,1.27,153.7,1.64,0.27,0.86,10.1,2.91,1.05,1.36,1.14,1.55
799,DF,0.0,0.63,0.0,0.0,28.8,51.9,1.25,161.0,1.25,0.0,1.25,10.0,2.71,1.88,2.29,0.63,0.63
800,DF,0.18,1.29,0.07,0.04,47.3,73.2,0.94,218.8,0.71,0.18,1.21,10.3,3.75,3.48,2.23,1.56,2.77
801,DF,0.09,0.71,0.13,0.18,45.0,68.7,0.44,244.6,2.57,0.27,1.59,13.7,1.95,2.3,2.65,0.71,2.39
802,DF,0.0,0.18,0.0,0.09,39.3,60.4,0.92,175.1,1.5,0.21,1.16,14.7,1.8,1.74,2.29,1.31,1.47
803,DF,0.0,0.09,0.0,0.0,61.1,74.9,1.23,206.8,1.51,0.0,1.42,11.1,1.42,1.04,1.7,0.38,0.47
804,DF,0.0,0.0,0.0,0.0,41.6,61.6,0.27,147.0,0.27,0.0,1.08,20.3,1.89,0.81,2.97,1.35,0.81
805,DF,0.0,0.45,0.0,0.0,54.1,72.3,0.52,208.0,0.32,0.06,1.36,11.7,3.57,1.69,1.82,1.1,1.49
806,DF,0.04,1.14,0.03,0.08,38.0,63.5,0.59,208.5,2.82,0.12,1.65,16.3,2.67,2.86,1.53,1.49,2.08
807,DF,0.06,0.7,0.08,0.0,47.2,64.4,0.23,226.8,0.17,0.06,1.22,8.49,4.53,1.86,1.34,0.99,2.03
808,DF,0.0,0.37,0.0,0.0,38.4,52.5,0.18,158.7,0.18,0.0,1.28,7.98,3.49,1.56,0.92,0.83,2.66
809,DF,0.0,0.28,0.0,0.0,37.6,56.9,0.42,149.0,0.0,0.0,0.69,9.03,5.69,2.92,1.67,0.97,3.06
810,DF,0.11,1.06,0.08,0.03,59.5,80.4,0.4,209.7,4.06,0.17,0.51,8.71,0.83,1.09,1.31,0.74,0.23
811,DF,0.0,0.29,0.0,0.0,30.8,54.0,1.26,150.2,0.78,0.0,1.75,16.2,3.3,1.36,2.43,1.17,2.33
812,DF,0.0,0.28,0.0,0.06,54.4,69.9,0.06,252.1,0.17,0.11,0.83,6.06,4.0,1.89,1.33,0.94,1.0
813,DF,0.0,0.74,0.0,0.0,28.2,54.5,1.28,193.9,2.34,0.11,1.7,18.6,2.55,2.77,2.23,1.17,1.91
814,DF,0.0,0.45,0.0,0.0,20.0,39.3,0.23,57.7,0.45,0.0,0.91,8.18,4.32,3.41,1.14,0.68,1.82
815,DF,0.0,0.2,0.0,0.0,45.0,64.9,0.4,171.5,0.0,0.0,2.2,11.0,3.9,1.9,2.1,0.9,2.6
816,DF,0.0,0.67,0.0,0.0,41.5,60.9,1.04,257.8,0.22,0.07,1.42,10.6,4.03,1.72,1.79,1.19,2.69
817,DF,0.22,0.63,0.14,0.0,49.6,66.3,0.13,158.7,0.09,0.09,0.31,4.39,3.95,1.57,1.7,0.9,2.02
818,DF,0.04,0.58,0.08,0.0,45.0,62.3,0.09,152.0,0.09,0.0,0.99,9.87,4.57,1.97,1.88,1.12,3.77
819,DF,0.12,0.6,0.2,0.04,53.2,70.1,0.12,212.5,0.0,0.04,1.0,7.0,4.8,1.52,2.16,0.76,2.96
820,DF,0.0,0.47,0.0,0.0,32.5,48.5,0.09,124.8,0.09,0.09,0.57,4.45,6.64,1.09,1.47,0.52,3.18
821,DF,0.23,0.7,0.33,0.0,19.8,35.8,0.23,74.7,0.0,0.0,0.47,9.53,3.72,1.86,1.63,0.47,3.02
822,DF,0.04,0.44,0.09,0.0,40.5,61.0,0.2,232.7,0.52,0.04,1.16,10.8,4.58,2.39,1.87,0.96,1.99
823,DF,0.09,0.87,0.11,0.03,37.2,58.7,0.37,170.9,0.03,0.06,0.84,16.9,6.2,3.64,2.68,2.21,4.8
824,DF,0.04,0.53,0.07,0.07,33.9,50.2,0.25,154.4,0.32,0.14,1.1,10.3,3.04,2.08,2.01,1.17,1.17
825,DF,0.03,0.41,0.08,0.03,49.9,69.8,0.41,234.9,0.14,0.03,0.86,8.18,5.4,2.1,1.79,0.34,2.92
826,DF,0.0,0.23,0.0,0.0,36.0,64.2,0.0,183.0,3.02,0.0,0.7,8.84,1.63,1.4,2.33,0.23,1.16
827,DF,0.0,0.41,0.0,0.04,31.6,58.6,0.95,127.0,1.85,0.12,1.28,12.5,3.42,2.59,1.85,1.65,2.35
828,DF,0.0,0.38,0.0,0.08,33.7,52.7,0.15,137.9,0.46,0.15,0.99,12.8,3.59,2.67,1.22,2.21,4.35
829,DF,0.09,0.61,0.14,0.0,44.5,67.6,0.09,205.9,0.09,0.0,1.32,12.4,4.56,2.81,2.46,1.58,3.6
830,DF,0.0,0.69,0.0,0.06,28.8,48.8,0.0,127.4,0.06,0.06,0.75,9.0,7.13,1.81,2.06,0.81,5.63
831,DF,0.07,0.42,0.17,0.0,37.6,59.0,0.83,212.2,1.74,0.0,0.97,17.6,1.94,1.81,2.43,1.53,0.97
832,DF,0.0,0.61,0.0,0.0,33.3,56.7,0.18,137.7,0.7,0.18,1.32,12.2,4.47,3.33,2.72,1.4,3.07
833,DF,0.0,0.44,0.0,0.22,25.3,45.1,0.0,112.0,0.0,0.22,0.22,8.0,4.44,1.56,1.78,1.33,2.22
834,DF,0.0,0.49,0.0,0.22,48.8,77.1,2.56,311.8,2.24,0.22,2.2,19.3,1.3,2.56,1.52,1.43,0.45
835,DF,0.05,0.46,0.12,0.0,38.0,61.3,0.14,138.2,0.22,0.11,0.73,7.54,6.41,1.76,1.24,1.0,2.57
836,DF,0.0,0.19,0.0,0.0,37.7,57.7,1.73,203.5,1.73,0.0,1.54,18.1,1.73,2.69,1.15,1.73,0.77
837,DF,0.11,0.76,0.14,0.11,34.6,59.5,0.11,160.9,1.3,0.11,1.3,9.24,1.96,2.39,2.28,0.76,0.87
838,DF,0.0,0.0,0.0,0.0,40.3,54.6,0.0,189.9,0.41,0.0,0.14,7.84,2.43,1.35,1.22,1.22,1.62
839,DF,0.04,0.56,0.07,0.11,48.6,71.0,0.9,223.8,2.78,0.15,1.95,12.6,1.58,2.14,1.2,1.24,1.35
840,DF,0.0,0.48,0.0,0.0,20.8,39.0,0.1,93.5,0.0,0.0,0.76,8.29,5.43,2.19,1.62,0.95,2.67
841,DF,0.09,1.53,0.06,0.09,41.1,64.8,0.55,189.3,1.83,0.21,1.87,16.8,1.49,1.74,1.96,0.81,0.6
842,DF,0.03,0.53,0.06,0.0,31.3,50.8,0.1,151.8,0.07,0.07,1.13,11.1,5.17,2.63,2.57,1.0,2.5
843,DF,0.0,0.08,0.0,0.0,43.7,62.1,0.17,190.1,0.0,0.08,1.16,12.4,4.96,2.31,0.74,1.16,2.4
844,DF,0.09,0.52,0.17,0.0,72.8,85.5,0.0,302.5,0.04,0.09,0.61,4.59,2.75,1.53,0.96,0.61,1.79
845,DF,0.05,0.65,0.08,0.2,35.6,57.6,1.46,234.9,2.46,0.3,1.41,17.1,1.26,1.81,2.71,1.31,0.6
846,DF,0.03,2.26,0.01,0.19,76.7,103.5,1.64,329.3,2.87,0.45,1.5,9.67,1.56,2.09,1.25,1.03,1.36
847,DF,0.0,0.56,0.0,0.19,33.1,59.1,1.3,125.7,1.85,0.28,1.94,14.6,2.04,1.76,1.85,1.39,1.67
848,DF,0.13,1.43,0.09,0.09,19.6,44.8,1.13,159.4,2.25,0.22,0.95,19.9,1.65,1.43,1.73,1.39,0.61
849,DF,0.0,0.41,0.0,0.0,33.0,54.3,0.28,163.4,0.89,0.08,1.22,14.6,3.94,2.24,1.83,0.77,2.4
850,DF,0.0,0.8,0.0,0.0,34.0,54.7,0.86,161.3,2.51,0.06,1.2,18.1,1.77,2.0,1.31,1.83,0.69
851,DF,0.09,0.88,0.1,0.0,57.5,74.7,0.06,207.7,0.03,0.06,1.16,6.14,4.26,1.58,1.76,1.09,2.61
852,DF,0.06,0.58,0.1,0.17,60.5,79.9,0.52,198.8,2.33,0.35,1.28,13.5,2.03,1.98,1.92,1.45,0.87
853,DF,0.0,0.38,0.0,0.03,33.7,51.9,0.31,161.5,0.45,0.17,1.15,17.6,3.87,2.3,1.81,1.57,2.96
854,DF,0.11,0.96,0.11,0.08,29.9,55.2,0.61,180.2,2.51,0.19,1.17,13.6,2.53,2.4,2.43,1.2,1.17
855,DF,0.04,0.3,0.14,0.0,45.3,66.3,0.55,145.3,1.14,0.04,1.23,14.8,2.75,1.61,2.25,0.76,1.86
856,DF,0.04,0.57,0.06,0.0,37.6,51.4,0.22,130.8,0.14,0.04,1.15,9.18,3.08,1.61,1.68,1.54,2.47
857,DF,0.18,0.88,0.2,0.0,44.4,64.8,1.05,189.5,0.88,0.0,1.84,15.4,0.61,1.14,1.67,0.96,0.96
858,DF,0.06,0.61,0.09,0.06,38.4,56.2,0.19,155.4,0.14,0.08,0.61,5.28,5.33,1.53,1.39,0.75,3.58
859,DF,0.0,0.11,0.0,0.04,27.9,44.2,0.0,83.3,0.11,0.0,0.56,6.2,4.85,1.43,2.07,0.53,2.37
860,DF,0.06,0.55,0.11,0.03,40.8,60.1,0.32,211.2,0.43,0.03,0.75,9.83,4.52,1.93,1.99,0.78,1.76
861,DF,0.04,0.42,0.09,0.0,37.5,57.0,0.34,167.4,0.19,0.04,1.18,11.8,3.93,2.44,1.26,2.18,2.9
862,DF,0.07,0.77,0.09,0.1,47.5,69.1,0.7,217.1,1.93,0.2,1.63,14.5,1.63,1.53,2.0,1.6,1.63
863,DF,0.23,0.85,0.27,0.06,35.3,59.8,1.99,205.7,1.7,0.11,1.53,13.8,2.78,2.73,2.44,1.08,0.97
864,DF,0.06,0.43,0.14,0.06,41.6,58.8,0.19,148.5,0.19,0.06,0.5,9.13,3.42,2.24,1.99,1.3,3.23
865,DF,0.0,0.56,0.0,0.0,37.4,58.9,0.19,168.5,0.0,0.0,1.3,14.8,5.93,2.22,2.22,2.22,3.89
866,DF,0.19,0.56,0.33,0.06,70.7,88.5,0.68,245.1,0.19,0.06,1.3,10.2,4.04,2.05,1.24,1.37,2.17
867,DF,0.11,0.33,0.33,0.0,41.7,62.0,0.11,165.4,0.22,0.11,1.2,10.2,6.41,1.2,2.28,1.52,3.15
868,DF,0.0,0.96,0.0,0.0,27.6,51.3,0.22,94.8,1.63,0.07,0.89,12.9,2.15,1.41,1.85,1.26,1.41
869,DF,0.1,0.44,0.23,0.0,35.0,54.1,0.0,168.3,0.1,0.03,1.01,8.52,6.07,3.15,1.74,0.87,3.02
870,DF,0.0,0.27,0.0,0.0,52.0,72.1,0.13,249.7,0.07,0.07,0.67,7.13,4.93,1.2,2.07,1.33,3.13
871,DF,0.5,2.17,0.23,0.17,44.2,70.3,0.5,181.5,1.67,0.17,0.83,15.3,2.5,1.0,1.67,1.67,1.33
872,DF,0.0,0.35,0.0,0.0,47.9,61.2,0.16,169.8,0.0,0.0,0.82,10.0,3.09,2.3,1.64,1.33,1.72
873,DF,0.0,0.3,0.0,0.0,70.2,87.4,0.36,266.7,0.12,0.0,0.72,8.92,5.24,3.13,1.81,0.78,3.61
874,DF,0.0,0.44,0.0,0.0,34.4,48.8,0.3,230.6,0.1,0.0,0.69,9.16,4.58,1.48,1.53,0.79,1.63
875,DF,0.0,0.62,0.0,0.09,24.4,39.7,0.27,101.9,0.27,0.09,1.15,6.73,4.42,1.33,1.24,0.53,3.01
876,DF,0.15,1.24,0.12,0.33,37.9,66.7,1.01,184.6,4.26,0.56,1.04,13.0,1.24,3.02,1.78,1.39,0.65
877,DF,0.0,0.12,0.0,0.0,40.1,61.3,1.49,188.5,2.14,0.06,1.01,13.6,2.38,1.61,1.55,1.79,1.01
878,DF,0.0,0.2,0.0,0.07,37.5,55.0,0.2,143.0,0.87,0.13,0.73,8.4,2.07,2.2,0.67,0.27,0.8
879,DF,0.11,0.32,0.33,0.0,39.4,51.7,0.05,168.7,0.05,0.0,0.48,5.28,4.02,1.18,1.72,0.56,1.05
880,DF,0.03,0.27,0.13,0.0,30.9,52.5,0.98,158.0,1.36,0.14,1.42,11.4,2.54,1.83,2.0,0.64,1.15
881,DF,0.0,0.36,0.0,0.0,39.3,58.2,0.13,165.6,0.0,0.03,1.21,8.85,4.79,3.25,1.61,0.89,2.69
882,DF,0.11,0.81,0.13,0.0,24.9,47.0,0.22,125.7,0.22,0.05,1.24,8.66,5.48,1.99,2.58,1.08,4.46
883,DF,0.0,0.67,0.0,0.0,35.1,48.9,0.0,196.0,0.0,0.0,0.44,8.67,2.44,1.33,0.89,0.89,1.11
884,DF,0.0,0.33,0.0,0.07,30.3,49.3,1.07,146.1,2.27,0.13,1.0,12.4,1.07,1.2,1.6,1.13,0.93
885,DF,0.0,0.25,0.0,0.05,47.4,66.9,0.15,202.5,0.05,0.1,0.89,9.95,5.79,1.98,1.58,0.94,4.55
886,DF,0.0,0.75,0.0,0.2,25.4,51.2,0.41,131.2,2.52,0.34,1.63,14.1,1.77,1.84,2.38,1.56,1.22
887,DF,0.0,0.19,0.0,0.06,28.7,53.5,0.96,143.8,2.42,0.06,1.97,21.7,1.85,2.23,1.97,2.23,1.4
888,DF,0.0,0.25,0.0,0.0,26.7,50.5,0.62,140.2,1.23,0.0,1.11,12.3,3.21,2.22,2.35,1.36,1.98
889,DF,0.0,0.49,0.0,0.2,36.2,59.2,0.54,153.6,2.66,0.3,1.18,9.01,2.46,1.33,1.58,1.08,1.38
890,DF,0.0,0.45,0.0,0.16,40.1,68.1,0.57,187.3,3.27,0.29,0.9,12.3,3.02,1.39,2.04,1.22,1.63
891,DF,0.06,0.19,0.33,0.06,36.8,55.7,0.39,220.6,0.42,0.16,1.53,11.8,3.18,2.24,1.62,1.07,1.49
892,DF,0.07,0.59,0.11,0.1,54.2,75.6,0.1,196.5,2.08,0.17,0.63,7.03,2.51,1.42,1.58,0.66,1.19
893,DF,0.33,0.94,0.0,0.06,43.9,67.4,0.39,199.4,2.11,0.11,1.22,10.9,3.28,2.33,2.17,1.39,1.5
894,DF,0.0,0.14,0.0,0.0,36.6,51.4,0.37,178.4,0.6,0.0,0.7,7.21,2.51,2.05,1.21,0.93,1.3
895,DF,0.03,0.52,0.06,0.03,55.2,78.5,1.02,238.7,2.74,0.06,1.81,15.6,1.92,2.1,2.1,1.02,1.57
896,DF,0.03,0.54,0.06,0.0,25.1,47.4,0.23,96.8,0.1,0.03,0.87,7.95,4.97,2.01,1.71,1.11,3.09
897,DF,0.0,0.13,0.0,0.06,56.0,77.6,0.13,341.0,0.26,0.13,1.41,10.0,4.94,2.44,2.18,1.28,3.72
898,DF,0.09,1.26,0.07,0.09,58.9,77.7,0.27,244.5,0.45,0.27,1.62,10.3,2.16,0.9,2.43,1.35,2.16
899,DF,0.0,0.96,0.0,0.0,63.0,81.4,0.08,322.2,0.08,0.0,0.64,8.72,4.96,2.56,1.68,1.6,3.44
900,DF,0.0,0.65,0.0,0.0,46.7,70.1,0.9,198.4,2.3,0.25,1.65,11.6,3.05,2.2,1.85,1.0,1.9
901,DF,0.0,0.28,0.0,0.0,53.7,69.9,0.63,252.9,0.42,0.0,1.88,16.4,2.85,1.67,2.15,1.32,1.74
902,DF,0.06,0.42,0.15,0.06,52.3,69.6,0.32,332.9,0.03,0.13,1.13,9.77,4.19,2.42,1.65,1.58,2.74
903,DF,0.0,0.41,0.0,0.0,67.3,82.9,0.22,286.4,0.09,0.09,0.88,6.87,3.26,1.88,1.76,0.75,2.07
904,DF,0.0,0.48,0.0,0.12,31.9,56.2,0.24,177.1,0.12,0.12,0.71,8.93,3.81,1.9,3.1,1.19,1.79
905,DF,0.12,0.48,0.25,0.06,33.7,49.2,0.18,110.7,2.22,0.24,1.32,12.4,1.14,1.2,1.44,1.56,1.14
906,DF,0.0,0.93,0.0,0.16,58.2,83.0,4.15,370.3,3.11,0.26,1.3,15.6,0.73,2.18,2.28,0.78,0.78
907,DF,0.04,0.67,0.05,0.04,48.8,65.7,0.28,259.3,0.32,0.14,0.64,9.54,3.3,1.6,1.38,1.17,2.73
908,DF,0.0,0.38,0.0,0.0,39.5,56.8,0.3,196.1,0.3,0.08,1.5,16.4,4.36,1.65,1.8,1.95,2.33
909,DF,0.07,0.82,0.08,0.07,33.2,50.4,0.07,138.2,0.03,0.16,0.69,6.5,4.74,0.98,2.16,1.31,3.37
910,DF,0.08,0.46,0.17,0.15,41.8,60.8,0.77,183.5,2.54,0.23,0.85,10.5,2.92,2.0,2.0,1.23,1.31
911,DF,0.12,0.63,0.19,0.08,39.2,62.9,0.35,168.8,1.88,0.08,0.51,9.92,2.12,1.18,2.04,1.22,3.53
912,DF,0.04,0.7,0.06,0.08,33.7,56.1,1.21,207.3,3.54,0.08,1.09,13.5,1.13,1.63,1.01,0.97,0.27
913,DF,0.0,1.08,0.0,0.0,23.2,46.2,0.54,91.1,0.81,0.0,1.35,17.8,3.51,1.89,2.7,0.54,0.81
914,DF,0.05,1.17,0.04,0.09,33.0,49.5,0.09,154.7,0.05,0.14,1.17,16.2,4.04,2.58,1.92,1.31,4.6
915,DF,0.27,0.54,0.5,0.0,62.9,75.9,0.18,218.9,0.09,0.0,0.54,7.03,4.05,1.62,1.89,0.72,1.62
916,DF,0.13,1.15,0.11,0.13,23.5,47.9,1.28,126.9,3.33,0.13,0.64,16.2,2.44,1.28,1.92,2.69,1.15
917,DF,0.03,0.63,0.05,0.13,63.7,81.4,0.6,264.1,1.47,0.22,1.35,11.9,1.13,1.44,1.54,1.47,1.63
918,DF,0.0,0.37,0.0,0.05,25.1,44.9,0.6,140.5,0.14,0.05,1.48,11.3,4.91,2.59,2.31,1.39,2.04
919,DF,0.0,0.21,0.0,0.1,64.4,81.8,1.75,306.4,1.44,0.1,1.86,12.2,2.06,1.34,1.44,1.24,1.55
920,DF,0.07,0.67,0.11,0.15,78.5,90.9,0.07,398.4,0.19,0.22,1.01,5.73,2.92,1.42,1.05,1.12,1.99
921,DF,0.06,0.78,0.08,0.0,31.5,51.1,0.12,120.4,0.54,0.06,0.84,9.22,4.37,1.86,1.62,0.96,1.98
922,DF,0.0,0.38,0.0,0.0,57.7,74.3,0.03,272.9,0.09,0.12,0.38,5.31,4.93,1.38,1.64,0.53,2.61
923,DF,0.0,0.64,0.0,0.28,44.8,69.9,0.5,172.7,4.4,0.5,0.71,11.1,2.98,2.27,2.06,1.49,1.77
924,DF,0.0,0.69,0.0,0.0,37.5,63.3,0.46,159.6,2.62,0.0,1.31,12.4,2.31,2.38,2.15,1.31,1.92
925,DF,0.09,1.03,0.09,0.03,67.3,82.4,0.09,203.0,0.0,0.18,0.35,3.65,3.97,1.38,0.91,0.29,3.97
926,DF,0.0,0.65,0.0,0.26,34.4,56.1,2.08,177.5,2.34,0.13,1.82,19.2,0.91,1.17,1.56,1.17,1.04
927,DF,0.13,2.39,0.05,0.19,62.6,85.7,0.57,306.4,3.58,0.38,0.75,11.5,0.82,1.7,1.19,1.07,0.5
928,DF,0.0,0.47,0.0,0.0,68.8,84.2,0.31,275.8,0.0,0.0,0.63,5.47,5.78,2.81,1.41,0.94,2.97
929,DF,0.0,0.19,0.0,0.09,37.8,53.1,0.0,180.1,0.09,0.09,0.28,6.73,4.11,1.59,2.15,0.56,1.78
930,DF,0.03,0.66,0.05,0.0,50.9,66.6,0.4,275.1,0.07,0.0,0.89,8.18,3.61,1.95,1.72,1.52,2.75
931,DF,0.04,0.5,0.08,0.04,51.4,69.0,0.58,221.3,0.23,0.12,1.51,10.0,3.44,1.2,1.74,1.2,1.04
932,DF,0.0,0.12,0.0,0.03,29.9,47.5,0.46,141.8,0.32,0.12,1.04,8.58,3.84,2.69,1.04,1.39,1.99
933,DF,0.0,0.52,0.0,0.0,36.3,54.3,0.57,144.2,0.57,0.1,1.04,15.6,3.73,2.49,1.45,1.4,2.75
934,DF,0.03,0.5,0.07,0.0,45.8,64.8,0.3,209.9,0.37,0.07,1.34,9.9,3.91,2.68,1.54,1.54,2.47
935,DF,0.04,0.72,0.06,0.04,48.3,66.9,0.28,203.6,0.4,0.04,1.24,10.6,3.31,2.11,1.55,1.08,3.15
936,DF,0.21,1.65,0.13,0.41,45.4,66.4,0.62,205.3,2.06,0.41,1.24,12.4,1.55,1.75,2.47,1.44,1.75
937,DF,0.0,0.26,0.0,0.0,34.2,55.8,0.26,182.1,0.0,0.0,1.32,12.6,6.05,1.84,1.32,0.79,3.16
938,DF,0.15,0.88,0.17,0.0,52.8,67.6,0.09,289.6,0.12,0.03,1.09,6.53,3.44,1.15,1.44,0.71,2.0
939,DF,0.0,0.57,0.0,0.04,37.0,57.3,2.06,208.9,1.78,0.08,0.93,10.7,1.42,2.23,2.35,0.89,0.69
940,DF,0.0,0.0,0.0,0.0,24.1,39.6,0.0,120.2,0.0,0.0,0.74,9.44,3.7,3.89,1.67,0.56,1.3
941,DF,0.0,0.43,0.0,0.0,25.9,47.0,0.0,137.5,0.43,0.0,0.29,13.8,4.2,1.88,2.03,1.3,2.46
942,DF,0.05,0.32,0.17,0.0,29.3,47.9,0.05,125.4,0.0,0.0,0.48,6.52,5.24,1.39,1.76,1.55,2.57
943,DF,0.1,1.02,0.1,0.0,41.1,58.8,0.1,143.9,0.0,0.0,0.71,7.82,5.18,1.37,1.27,1.62,4.42
944,DF,0.0,0.31,0.0,0.14,31.4,58.5,0.14,109.2,2.65,0.21,1.37,13.4,3.44,2.3,2.71,1.65,2.34
